Date,Rate,rate_change,Quarterly_Avg_CCI,Quarterly_Avg_Unemployment_Rate,Quarterly_Avg_10_Year_Gilt_Yield,Quarterly_Avg_CPIH,Quarterly_Avg_Gross_Value_Added,Quarterly_Avg_Exchange_Rate_USD,Quarterly_Avg_Exchange_Rate_Euro
2008-12-04,2.0,-1,96.03128666666667,6.366666666666667,4.153266666666667,-0.16666666666666666,81.86666666666667,0.6395,0.8416
2009-01-08,1.5,-1,95.82642666666668,6.533333333333334,3.8502666666666667,-0.3,81.13333333333333,0.6727666666666666,0.8849
2009-02-05,1.0,-1,95.72248333333333,6.766666666666666,3.6612000000000005,-0.06666666666666665,80.76666666666667,0.6866333333333334,0.9039333333333334
2009-03-05,0.5,-1,95.90610666666667,7.033333333333334,3.5365,0.06666666666666667,80.23333333333333,0.6975000000000001,0.9082333333333333
2016-08-04,0.25,-1,101.02539999999999,4.8999999999999995,1.0031666666666668,0.16666666666666666,92.23333333333335,0.7430333333333333,0.8295
2017-11-02,0.5,1,100.54626666666667,4.3,1.3183666666666667,0.2333333333333333,95.46666666666665,0.755,0.8910666666666667
2018-08-02,0.75,1,101.10693333333332,4.033333333333333,1.3986333333333334,0.19999999999999998,96.16666666666667,0.7628,0.8875333333333333
2020-03-11,0.25,-1,100.27320666666667,4.033333333333333,0.6058,0.033333333333333326,95.89999999999999,0.7823333333333334,0.8615333333333334
2020-03-19,0.1,-1,100.27320666666667,4.033333333333333,0.6058,0.033333333333333326,95.89999999999999,0.7823333333333334,0.8615333333333334
2021-12-16,0.25,1,100.38412,4.166666666666667,0.9533,0.6666666666666666,99.10000000000001,0.7419333333333333,0.8483
2022-02-03,0.5,1,98.80580333333334,3.9333333333333336,1.1772333333333334,0.39999999999999997,99.53333333333335,0.7427,0.8408333333333333
2022-03-17,0.75,1,97.47451333333333,3.8333333333333335,1.4133000000000002,0.5333333333333333,99.76666666666667,0.7451,0.8365333333333332
2022-05-05,1.0,1,94.86604999999999,3.766666666666667,1.7629333333333335,1.2,100.10000000000001,0.7790666666666667,0.8411666666666667
2022-06-16,1.25,1,94.05127999999998,3.6999999999999997,2.0418333333333334,1.1333333333333335,99.96666666666665,0.7973,0.8484333333333334
2022-08-04,1.75,1,93.12925,3.6333333333333333,2.2852,0.6,99.93333333333334,0.8271666666666667,0.8508999999999999
2022-09-22,2.25,1,92.70112,3.7000000000000006,2.657966666666667,0.5,99.96666666666665,0.8503999999999999,0.8560333333333333
2022-11-03,3.0,1,92.45041333333332,3.8666666666666667,3.6758,0.7999999999999999,100.2,0.8733333333333334,0.8710333333333334
2022-12-15,3.5,1,92.75981333333334,3.9,3.676066666666667,0.7999999999999999,100.36666666666667,0.8524333333333333,0.8693333333333334
2023-02-02,4.0,1,93.72943666666667,3.966666666666667,3.522766666666667,0.3333333333333333,100.36666666666666,0.8219666666666666,0.8784666666666667
2023-03-23,4.25,1,94.44953666666667,3.966666666666667,3.543533333333333,0.4333333333333333,100.46666666666665,0.8231,0.8831000000000001
2023-05-11,4.5,1,96.30756666666666,4.033333333333334,3.7254,0.8333333333333334,100.33333333333333,0.8097,0.8779666666666667
2023-06-22,5.0,1,97.08905666666665,4.166666666666667,3.992766666666667,0.6666666666666666,100.46666666666665,0.7989,0.8699
2023-08-03,5.25,1,97.73474666666668,4.233333333333333,4.4443,0.10000000000000002,100.53333333333335,0.7850666666666667,0.8585333333333333
2024-08-01,5.0,-1,99.97778999999998,4.166666666666667,4.1753,0.20000000000000004,101.3,0.7852666666666667,0.8485666666666667
2024-11-07,4.75,-1,99.1413,4.366666666666666,4.173666666666667,0.3,101.19999999999999,0.7692,0.8363
2025-02-06,4.5,-1,,,,,,,
